img;label
images/frame_a_3790.png;images/frame_a_3790.txt
images/frame_a_9700.png;images/frame_a_9700.txt
images/frame_d_7780.png;images/frame_d_7780.txt
images/frame_d_6370.png;images/frame_d_6370.txt
images/frame_d_8330.png;images/frame_d_8330.txt
images/frame_a_2820.png;images/frame_a_2820.txt
images/frame_d_6700.png;images/frame_d_6700.txt
images/frame_c_6570.png;images/frame_c_6570.txt
images/frame_d_280.png;images/frame_d_280.txt
images/frame_c_180.png;images/frame_c_180.txt
images/frame_a_8240.png;images/frame_a_8240.txt
images/frame_d_11240.png;images/frame_d_11240.txt
images/frame_d_11560.png;images/frame_d_11560.txt
images/frame_a_2480.png;images/frame_a_2480.txt
images/frame_d_220.png;images/frame_d_220.txt
images/frame_d_11920.png;images/frame_d_11920.txt
images/frame_a_9670.png;images/frame_a_9670.txt
images/frame_b_1760.png;images/frame_b_1760.txt
images/frame_d_11130.png;images/frame_d_11130.txt
images/frame_d_12160.png;images/frame_d_12160.txt
images/frame_a_3450.png;images/frame_a_3450.txt
images/frame_c_8310.png;images/frame_c_8310.txt
images/frame_d_7090.png;images/frame_d_7090.txt
images/frame_d_12810.png;images/frame_d_12810.txt
images/frame_c_6690.png;images/frame_c_6690.txt
images/frame_d_11530.png;images/frame_d_11530.txt
images/frame_d_5540.png;images/frame_d_5540.txt
images/frame_a_4260.png;images/frame_a_4260.txt
images/frame_b_1800.png;images/frame_b_1800.txt
images/frame_d_6340.png;images/frame_d_6340.txt
images/frame_a_3970.png;images/frame_a_3970.txt
images/frame_c_7220.png;images/frame_c_7220.txt
images/frame_d_6000.png;images/frame_d_6000.txt
images/frame_a_4860.png;images/frame_a_4860.txt
images/frame_a_5290.png;images/frame_a_5290.txt
images/frame_d_12780.png;images/frame_d_12780.txt
images/image90195.jpg;images/image90195.txt
images/frame_a_3550.png;images/frame_a_3550.txt
images/frame_c_9160.png;images/frame_c_9160.txt
images/frame_a_7420.png;images/frame_a_7420.txt
images/frame_c_100.png;images/frame_c_100.txt
images/frame_d_920.png;images/frame_d_920.txt
images/frame_d_370.png;images/frame_d_370.txt
images/frame_c_5080.png;images/frame_c_5080.txt
images/frame_d_11510.png;images/frame_d_11510.txt
images/frame_c_6360.png;images/frame_c_6360.txt
images/frame_d_7920.png;images/frame_d_7920.txt
images/frame_c_5330.png;images/frame_c_5330.txt
images/frame_a_2140.png;images/frame_a_2140.txt
images/frame_d_11310.png;images/frame_d_11310.txt
images/frame_a_3680.png;images/frame_a_3680.txt
images/frame_a_6360.png;images/frame_a_6360.txt
images/frame_d_6210.png;images/frame_d_6210.txt
images/frame_c_1620.png;images/frame_c_1620.txt
images/frame_c_700.png;images/frame_c_700.txt
images/frame_a_1150.png;images/frame_a_1150.txt
images/frame_c_6420.png;images/frame_c_6420.txt
images/frame_c_1440.png;images/frame_c_1440.txt
images/frame_a_8380.png;images/frame_a_8380.txt
images/frame_c_3580.png;images/frame_c_3580.txt
images/frame_c_4860.png;images/frame_c_4860.txt
images/frame_a_7600.png;images/frame_a_7600.txt
images/frame_c_3690.png;images/frame_c_3690.txt
images/frame_c_6440.png;images/frame_c_6440.txt
images/frame_b_1750.png;images/frame_b_1750.txt
images/frame_d_6520.png;images/frame_d_6520.txt
images/frame_a_5230.png;images/frame_a_5230.txt
images/frame_d_12090.png;images/frame_d_12090.txt
images/frame_d_2220.png;images/frame_d_2220.txt
images/frame_a_5820.png;images/frame_a_5820.txt
images/frame_d_12020.png;images/frame_d_12020.txt
images/frame_d_8380.png;images/frame_d_8380.txt
images/frame_a_3650.png;images/frame_a_3650.txt
images/frame_c_920.png;images/frame_c_920.txt
images/frame_a_8740.png;images/frame_a_8740.txt
images/frame_c_5350.png;images/frame_c_5350.txt
images/frame_a_6390.png;images/frame_a_6390.txt
images/frame_a_1030.png;images/frame_a_1030.txt
images/frame_a_6140.png;images/frame_a_6140.txt
images/frame_c_1450.png;images/frame_c_1450.txt
images/frame_a_3350.png;images/frame_a_3350.txt
images/frame_d_10050.png;images/frame_d_10050.txt
images/frame_d_9600.png;images/frame_d_9600.txt
images/frame_a_8620.png;images/frame_a_8620.txt
images/frame_d_3020.png;images/frame_d_3020.txt
images/frame_c_6770.png;images/frame_c_6770.txt
images/frame_c_2670.png;images/frame_c_2670.txt
images/frame_d_6110.png;images/frame_d_6110.txt
images/frame_a_8180.png;images/frame_a_8180.txt
images/frame_c_7740.png;images/frame_c_7740.txt
images/frame_d_11650.png;images/frame_d_11650.txt
images/frame_d_11370.png;images/frame_d_11370.txt
images/frame_c_620.png;images/frame_c_620.txt
images/frame_c_6030.png;images/frame_c_6030.txt
images/frame_c_2310.png;images/frame_c_2310.txt
images/frame_a_2450.png;images/frame_a_2450.txt
images/frame_b_1650.png;images/frame_b_1650.txt
images/frame_d_11210.png;images/frame_d_11210.txt
images/frame_a_2940.png;images/frame_a_2940.txt
images/frame_c_3920.png;images/frame_c_3920.txt
images/frame_c_1050.png;images/frame_c_1050.txt
images/frame_d_660.png;images/frame_d_660.txt
images/frame_d_5010.png;images/frame_d_5010.txt
images/frame_c_5410.png;images/frame_c_5410.txt
images/frame_d_3280.png;images/frame_d_3280.txt
images/frame_c_4460.png;images/frame_c_4460.txt
images/frame_c_4870.png;images/frame_c_4870.txt
images/frame_c_1320.png;images/frame_c_1320.txt
images/frame_c_8270.png;images/frame_c_8270.txt
images/frame_c_1100.png;images/frame_c_1100.txt
images/frame_c_3010.png;images/frame_c_3010.txt
images/frame_d_8680.png;images/frame_d_8680.txt
images/frame_d_9740.png;images/frame_d_9740.txt
images/frame_d_12420.png;images/frame_d_12420.txt
images/frame_c_6620.png;images/frame_c_6620.txt
images/frame_a_2900.png;images/frame_a_2900.txt
images/frame_c_3860.png;images/frame_c_3860.txt
images/frame_d_7310.png;images/frame_d_7310.txt
images/frame_c_2130.png;images/frame_c_2130.txt
images/image40218.jpg;images/image40218.txt
images/frame_d_9310.png;images/frame_d_9310.txt
images/frame_d_8630.png;images/frame_d_8630.txt
images/frame_d_9200.png;images/frame_d_9200.txt
images/frame_d_140.png;images/frame_d_140.txt
images/frame_d_9650.png;images/frame_d_9650.txt
images/frame_d_6350.png;images/frame_d_6350.txt
images/frame_a_1810.png;images/frame_a_1810.txt
images/frame_a_8890.png;images/frame_a_8890.txt
images/frame_c_3790.png;images/frame_c_3790.txt
images/image37.jpg;images/image37.txt
images/frame_d_6020.png;images/frame_d_6020.txt
images/frame_c_3450.png;images/frame_c_3450.txt
images/frame_d_2310.png;images/frame_d_2310.txt
images/frame_d_8910.png;images/frame_d_8910.txt
images/frame_a_9510.png;images/frame_a_9510.txt
images/frame_a_5590.png;images/frame_a_5590.txt
images/frame_d_2260.png;images/frame_d_2260.txt
images/frame_d_1810.png;images/frame_d_1810.txt
images/frame_a_9610.png;images/frame_a_9610.txt
images/frame_d_1670.png;images/frame_d_1670.txt
images/frame_d_1410.png;images/frame_d_1410.txt
images/frame_d_2750.png;images/frame_d_2750.txt
images/frame_a_8780.png;images/frame_a_8780.txt
images/frame_a_7960.png;images/frame_a_7960.txt
images/frame_d_2970.png;images/frame_d_2970.txt
images/frame_d_3330.png;images/frame_d_3330.txt
images/frame_d_2500.png;images/frame_d_2500.txt
images/frame_d_10630.png;images/frame_d_10630.txt
images/frame_d_7460.png;images/frame_d_7460.txt
images/frame_d_11960.png;images/frame_d_11960.txt
images/frame_d_460.png;images/frame_d_460.txt
images/frame_c_8460.png;images/frame_c_8460.txt
images/frame_c_8450.png;images/frame_c_8450.txt
images/frame_c_7070.png;images/frame_c_7070.txt
images/frame_a_6380.png;images/frame_a_6380.txt
images/frame_a_7410.png;images/frame_a_7410.txt
images/frame_a_4060.png;images/frame_a_4060.txt
images/frame_c_1790.png;images/frame_c_1790.txt
images/frame_d_1000.png;images/frame_d_1000.txt
images/frame_c_1920.png;images/frame_c_1920.txt
images/frame_a_2500.png;images/frame_a_2500.txt
images/frame_d_11890.png;images/frame_d_11890.txt
images/frame_a_5930.png;images/frame_a_5930.txt
images/frame_c_6830.png;images/frame_c_6830.txt
images/frame_d_3050.png;images/frame_d_3050.txt
images/frame_d_1200.png;images/frame_d_1200.txt
images/image77.jpg;images/image77.txt
images/frame_a_4430.png;images/frame_a_4430.txt
images/frame_a_9820.png;images/frame_a_9820.txt
images/frame_d_10510.png;images/frame_d_10510.txt
images/frame_a_3860.png;images/frame_a_3860.txt
images/frame_c_2750.png;images/frame_c_2750.txt
images/frame_a_6570.png;images/frame_a_6570.txt
images/frame_c_4130.png;images/frame_c_4130.txt
images/frame_c_4360.png;images/frame_c_4360.txt
images/frame_d_10910.png;images/frame_d_10910.txt
images/frame_d_6400.png;images/frame_d_6400.txt
images/frame_a_4460.png;images/frame_a_4460.txt
images/frame_d_10090.png;images/frame_d_10090.txt
images/frame_a_3760.png;images/frame_a_3760.txt
images/frame_d_5560.png;images/frame_d_5560.txt
images/frame_d_6860.png;images/frame_d_6860.txt
images/frame_d_1430.png;images/frame_d_1430.txt
images/frame_c_5750.png;images/frame_c_5750.txt
images/frame_a_9250.png;images/frame_a_9250.txt
images/frame_a_4240.png;images/frame_a_4240.txt
images/frame_c_6320.png;images/frame_c_6320.txt
images/frame_d_8520.png;images/frame_d_8520.txt
images/frame_d_8260.png;images/frame_d_8260.txt
images/frame_c_1730.png;images/frame_c_1730.txt
images/image133.jpg;images/image133.txt
images/frame_d_10010.png;images/frame_d_10010.txt
images/frame_d_12530.png;images/frame_d_12530.txt
images/frame_d_7510.png;images/frame_d_7510.txt
images/frame_a_1130.png;images/frame_a_1130.txt
images/frame_a_5640.png;images/frame_a_5640.txt
images/frame_c_8220.png;images/frame_c_8220.txt
images/frame_d_12880.png;images/frame_d_12880.txt
images/frame_d_5740.png;images/frame_d_5740.txt
images/frame_d_3070.png;images/frame_d_3070.txt
images/frame_d_1540.png;images/frame_d_1540.txt
images/frame_d_7630.png;images/frame_d_7630.txt
images/frame_d_2570.png;images/frame_d_2570.txt
images/frame_a_4110.png;images/frame_a_4110.txt
images/frame_a_6770.png;images/frame_a_6770.txt
images/frame_a_2120.png;images/frame_a_2120.txt
images/frame_a_9620.png;images/frame_a_9620.txt
images/frame_c_2510.png;images/frame_c_2510.txt
images/frame_c_420.png;images/frame_c_420.txt
images/frame_d_260.png;images/frame_d_260.txt
images/frame_d_7130.png;images/frame_d_7130.txt
images/frame_a_2350.png;images/frame_a_2350.txt
images/frame_c_930.png;images/frame_c_930.txt
images/frame_a_1690.png;images/frame_a_1690.txt
images/frame_c_2050.png;images/frame_c_2050.txt
images/frame_d_9540.png;images/frame_d_9540.txt
images/frame_c_4010.png;images/frame_c_4010.txt
images/frame_a_4080.png;images/frame_a_4080.txt
images/frame_a_1820.png;images/frame_a_1820.txt
images/frame_d_7200.png;images/frame_d_7200.txt
images/frame_d_1490.png;images/frame_d_1490.txt
images/frame_c_8700.png;images/frame_c_8700.txt
images/frame_d_5570.png;images/frame_d_5570.txt
images/frame_c_5560.png;images/frame_c_5560.txt
images/frame_d_5800.png;images/frame_d_5800.txt
images/frame_c_4300.png;images/frame_c_4300.txt
images/frame_d_3210.png;images/frame_d_3210.txt
images/frame_c_660.png;images/frame_c_660.txt
images/frame_a_920.png;images/frame_a_920.txt
images/frame_d_11120.png;images/frame_d_11120.txt
images/frame_d_6100.png;images/frame_d_6100.txt
images/frame_a_9650.png;images/frame_a_9650.txt
images/frame_d_730.png;images/frame_d_730.txt
images/frame_d_9500.png;images/frame_d_9500.txt
images/frame_c_2300.png;images/frame_c_2300.txt
images/frame_c_8000.png;images/frame_c_8000.txt
images/frame_a_1650.png;images/frame_a_1650.txt
images/frame_d_6300.png;images/frame_d_6300.txt
images/frame_a_5300.png;images/frame_a_5300.txt
images/frame_d_10440.png;images/frame_d_10440.txt
images/frame_a_9220.png;images/frame_a_9220.txt
images/frame_a_6980.png;images/frame_a_6980.txt
images/frame_a_1380.png;images/frame_a_1380.txt
images/frame_a_6280.png;images/frame_a_6280.txt
images/frame_a_1140.png;images/frame_a_1140.txt
images/frame_c_2500.png;images/frame_c_2500.txt
images/frame_a_3260.png;images/frame_a_3260.txt
images/frame_d_9910.png;images/frame_d_9910.txt
images/frame_b_2110.png;images/frame_b_2110.txt
images/frame_c_10.png;images/frame_c_10.txt
images/frame_a_9370.png;images/frame_a_9370.txt
images/frame_d_1600.png;images/frame_d_1600.txt
images/frame_d_1380.png;images/frame_d_1380.txt
images/frame_a_5540.png;images/frame_a_5540.txt
images/frame_a_5910.png;images/frame_a_5910.txt
images/frame_c_2930.png;images/frame_c_2930.txt
images/frame_c_1180.png;images/frame_c_1180.txt
images/frame_d_2650.png;images/frame_d_2650.txt
images/frame_a_2530.png;images/frame_a_2530.txt
images/frame_c_4440.png;images/frame_c_4440.txt
images/frame_c_7800.png;images/frame_c_7800.txt
images/frame_c_440.png;images/frame_c_440.txt
images/frame_a_1300.png;images/frame_a_1300.txt
images/frame_d_5920.png;images/frame_d_5920.txt
images/frame_d_8320.png;images/frame_d_8320.txt
images/frame_c_6200.png;images/frame_c_6200.txt
images/frame_c_4370.png;images/frame_c_4370.txt
images/frame_a_7590.png;images/frame_a_7590.txt
images/frame_c_2880.png;images/frame_c_2880.txt
images/frame_c_5940.png;images/frame_c_5940.txt
images/frame_c_6020.png;images/frame_c_6020.txt
images/frame_c_7660.png;images/frame_c_7660.txt
images/frame_c_1130.png;images/frame_c_1130.txt
images/frame_d_1110.png;images/frame_d_1110.txt
images/frame_d_2680.png;images/frame_d_2680.txt
images/frame_c_2520.png;images/frame_c_2520.txt
images/frame_a_4960.png;images/frame_a_4960.txt
images/frame_a_8260.png;images/frame_a_8260.txt
images/frame_d_2470.png;images/frame_d_2470.txt
images/frame_d_6260.png;images/frame_d_6260.txt
images/frame_a_1700.png;images/frame_a_1700.txt
images/frame_b_1810.png;images/frame_b_1810.txt
images/frame_c_2780.png;images/frame_c_2780.txt
images/frame_d_8200.png;images/frame_d_8200.txt
images/frame_c_8430.png;images/frame_c_8430.txt
images/frame_c_260.png;images/frame_c_260.txt
images/frame_d_9290.png;images/frame_d_9290.txt
images/frame_a_8130.png;images/frame_a_8130.txt
images/frame_d_10740.png;images/frame_d_10740.txt
images/frame_c_7670.png;images/frame_c_7670.txt
images/frame_a_3340.png;images/frame_a_3340.txt
images/frame_d_5770.png;images/frame_d_5770.txt
images/frame_d_12620.png;images/frame_d_12620.txt
images/frame_a_4670.png;images/frame_a_4670.txt
images/frame_d_10310.png;images/frame_d_10310.txt
images/frame_d_9330.png;images/frame_d_9330.txt
images/frame_d_10900.png;images/frame_d_10900.txt
images/frame_c_1300.png;images/frame_c_1300.txt
images/frame_c_6500.png;images/frame_c_6500.txt
images/frame_a_3930.png;images/frame_a_3930.txt
images/frame_c_6290.png;images/frame_c_6290.txt
images/frame_d_8580.png;images/frame_d_8580.txt
images/frame_d_350.png;images/frame_d_350.txt
images/frame_d_3220.png;images/frame_d_3220.txt
images/frame_a_5100.png;images/frame_a_5100.txt
images/frame_c_5130.png;images/frame_c_5130.txt
images/frame_d_6810.png;images/frame_d_6810.txt
images/frame_c_7360.png;images/frame_c_7360.txt
images/frame_d_2390.png;images/frame_d_2390.txt
images/frame_d_2610.png;images/frame_d_2610.txt
images/frame_a_6070.png;images/frame_a_6070.txt
images/frame_d_7930.png;images/frame_d_7930.txt
images/frame_a_4770.png;images/frame_a_4770.txt
images/frame_a_3980.png;images/frame_a_3980.txt
images/frame_c_3850.png;images/frame_c_3850.txt
images/frame_a_9000.png;images/frame_a_9000.txt
images/frame_a_8480.png;images/frame_a_8480.txt
images/frame_c_120.png;images/frame_c_120.txt
images/chart_yolov4-tiny.png;images/chart_yolov4-tiny.txt
images/frame_d_2190.png;images/frame_d_2190.txt
images/image138.jpg;images/image138.txt
images/frame_c_1370.png;images/frame_c_1370.txt
images/frame_c_5420.png;images/frame_c_5420.txt
images/frame_d_6240.png;images/frame_d_6240.txt
images/frame_c_960.png;images/frame_c_960.txt
images/frame_c_2150.png;images/frame_c_2150.txt
images/frame_a_2130.png;images/frame_a_2130.txt
images/frame_a_2320.png;images/frame_a_2320.txt
images/frame_a_2740.png;images/frame_a_2740.txt
images/frame_c_8100.png;images/frame_c_8100.txt
images/frame_d_10420.png;images/frame_d_10420.txt
images/frame_a_1370.png;images/frame_a_1370.txt
images/frame_a_6830.png;images/frame_a_6830.txt
images/frame_d_8990.png;images/frame_d_8990.txt
images/frame_a_5130.png;images/frame_a_5130.txt
images/frame_d_7960.png;images/frame_d_7960.txt
images/frame_c_530.png;images/frame_c_530.txt
images/frame_a_6470.png;images/frame_a_6470.txt
images/frame_a_9710.png;images/frame_a_9710.txt
images/frame_a_1240.png;images/frame_a_1240.txt
images/frame_d_650.png;images/frame_d_650.txt
images/frame_d_9760.png;images/frame_d_9760.txt
images/frame_a_5860.png;images/frame_a_5860.txt
images/frame_d_9280.png;images/frame_d_9280.txt
images/frame_a_9210.png;images/frame_a_9210.txt
images/frame_a_7800.png;images/frame_a_7800.txt
images/frame_a_5310.png;images/frame_a_5310.txt
images/frame_d_5400.png;images/frame_d_5400.txt
images/frame_c_6410.png;images/frame_c_6410.txt
images/frame_c_2350.png;images/frame_c_2350.txt
images/image90178.jpg;images/image90178.txt
images/frame_d_11690.png;images/frame_d_11690.txt
images/frame_d_5600.png;images/frame_d_5600.txt
images/frame_c_3070.png;images/frame_c_3070.txt
images/frame_c_4560.png;images/frame_c_4560.txt
images/frame_d_1470.png;images/frame_d_1470.txt
images/frame_c_3360.png;images/frame_c_3360.txt
images/frame_a_4370.png;images/frame_a_4370.txt
images/frame_c_7970.png;images/frame_c_7970.txt
images/frame_a_9760.png;images/frame_a_9760.txt
images/frame_c_2700.png;images/frame_c_2700.txt
images/frame_c_3290.png;images/frame_c_3290.txt
images/frame_c_140.png;images/frame_c_140.txt
images/frame_a_8040.png;images/frame_a_8040.txt
images/frame_c_2910.png;images/frame_c_2910.txt
images/frame_d_7500.png;images/frame_d_7500.txt
images/frame_a_6200.png;images/frame_a_6200.txt
images/frame_c_3320.png;images/frame_c_3320.txt
images/frame_d_7320.png;images/frame_d_7320.txt
images/frame_c_510.png;images/frame_c_510.txt
images/frame_d_10020.png;images/frame_d_10020.txt
images/frame_a_8570.png;images/frame_a_8570.txt
images/frame_c_7580.png;images/frame_c_7580.txt
images/frame_c_2460.png;images/frame_c_2460.txt
images/frame_c_2270.png;images/frame_c_2270.txt
images/frame_a_8080.png;images/frame_a_8080.txt
images/frame_d_6880.png;images/frame_d_6880.txt
images/frame_d_2070.png;images/frame_d_2070.txt
images/frame_d_380.png;images/frame_d_380.txt
images/frame_a_9850.png;images/frame_a_9850.txt
images/frame_d_12210.png;images/frame_d_12210.txt
images/frame_d_9630.png;images/frame_d_9630.txt
images/frame_a_1770.png;images/frame_a_1770.txt
images/frame_d_11480.png;images/frame_d_11480.txt
images/chart.png;images/chart.txt
images/frame_a_7810.png;images/frame_a_7810.txt
images/frame_a_8440.png;images/frame_a_8440.txt
images/frame_c_7090.png;images/frame_c_7090.txt
images/frame_d_6620.png;images/frame_d_6620.txt
images/frame_a_2600.png;images/frame_a_2600.txt
images/frame_c_7000.png;images/frame_c_7000.txt
images/frame_a_9130.png;images/frame_a_9130.txt
images/frame_d_8300.png;images/frame_d_8300.txt
images/frame_d_960.png;images/frame_d_960.txt
images/frame_d_11330.png;images/frame_d_11330.txt
images/frame_a_8640.png;images/frame_a_8640.txt
images/frame_d_12440.png;images/frame_d_12440.txt
images/frame_d_10290.png;images/frame_d_10290.txt
images/frame_a_3700.png;images/frame_a_3700.txt
images/frame_d_8060.png;images/frame_d_8060.txt
images/frame_a_9450.png;images/frame_a_9450.txt
images/frame_d_700.png;images/frame_d_700.txt
images/frame_a_5490.png;images/frame_a_5490.txt
images/frame_c_6650.png;images/frame_c_6650.txt
images/frame_d_8920.png;images/frame_d_8920.txt
images/frame_b_1960.png;images/frame_b_1960.txt
images/frame_c_4620.png;images/frame_c_4620.txt
images/frame_c_2430.png;images/frame_c_2430.txt
images/frame_a_8560.png;images/frame_a_8560.txt
images/frame_a_7160.png;images/frame_a_7160.txt
images/frame_a_7910.png;images/frame_a_7910.txt
images/frame_d_7860.png;images/frame_d_7860.txt
images/frame_a_6550.png;images/frame_a_6550.txt
images/frame_d_11730.png;images/frame_d_11730.txt
images/frame_c_7500.png;images/frame_c_7500.txt
images/frame_d_1910.png;images/frame_d_1910.txt
images/frame_a_4350.png;images/frame_a_4350.txt
images/frame_a_2250.png;images/frame_a_2250.txt
images/frame_a_4680.png;images/frame_a_4680.txt
images/frame_a_6320.png;images/frame_a_6320.txt
images/frame_c_7980.png;images/frame_c_7980.txt
images/frame_d_12380.png;images/frame_d_12380.txt
images/frame_d_2700.png;images/frame_d_2700.txt
images/frame_d_9320.png;images/frame_d_9320.txt
images/frame_c_4380.png;images/frame_c_4380.txt
images/frame_d_2460.png;images/frame_d_2460.txt
images/frame_d_6530.png;images/frame_d_6530.txt
images/frame_c_1960.png;images/frame_c_1960.txt
images/frame_a_8170.png;images/frame_a_8170.txt
images/frame_d_12500.png;images/frame_d_12500.txt
images/frame_a_4560.png;images/frame_a_4560.txt
images/frame_d_6390.png;images/frame_d_6390.txt
images/frame_c_1560.png;images/frame_c_1560.txt
images/frame_c_6730.png;images/frame_c_6730.txt
images/frame_a_5390.png;images/frame_a_5390.txt
images/frame_c_7420.png;images/frame_c_7420.txt
images/frame_d_340.png;images/frame_d_340.txt
images/frame_c_4490.png;images/frame_c_4490.txt
images/frame_d_12630.png;images/frame_d_12630.txt
images/frame_a_1440.png;images/frame_a_1440.txt
images/frame_d_2930.png;images/frame_d_2930.txt
images/frame_a_7660.png;images/frame_a_7660.txt
images/frame_c_3490.png;images/frame_c_3490.txt
images/frame_d_12280.png;images/frame_d_12280.txt
images/frame_a_8500.png;images/frame_a_8500.txt
images/frame_c_4240.png;images/frame_c_4240.txt
images/frame_b_1930.png;images/frame_b_1930.txt
images/frame_d_12700.png;images/frame_d_12700.txt
images/frame_a_5120.png;images/frame_a_5120.txt
images/frame_d_10060.png;images/frame_d_10060.txt
images/frame_d_1160.png;images/frame_d_1160.txt
images/frame_d_11160.png;images/frame_d_11160.txt
images/frame_d_10470.png;images/frame_d_10470.txt
images/frame_a_7190.png;images/frame_a_7190.txt
images/frame_c_4540.png;images/frame_c_4540.txt
images/frame_d_20.png;images/frame_d_20.txt
images/frame_d_6790.png;images/frame_d_6790.txt
images/frame_d_9990.png;images/frame_d_9990.txt
images/frame_a_8370.png;images/frame_a_8370.txt
images/frame_c_5720.png;images/frame_c_5720.txt
images/frame_c_1570.png;images/frame_c_1570.txt
images/frame_b_2080.png;images/frame_b_2080.txt
images/frame_a_9790.png;images/frame_a_9790.txt
images/frame_d_3230.png;images/frame_d_3230.txt
images/frame_a_7360.png;images/frame_a_7360.txt
images/frame_a_3490.png;images/frame_a_3490.txt
images/frame_d_12050.png;images/frame_d_12050.txt
images/frame_a_6840.png;images/frame_a_6840.txt
images/frame_d_2270.png;images/frame_d_2270.txt
images/frame_d_1400.png;images/frame_d_1400.txt
images/frame_d_6310.png;images/frame_d_6310.txt
images/frame_a_3000.png;images/frame_a_3000.txt
images/frame_c_1880.png;images/frame_c_1880.txt
images/frame_c_1200.png;images/frame_c_1200.txt
images/frame_d_9080.png;images/frame_d_9080.txt
images/frame_c_190.png;images/frame_c_190.txt
images/frame_a_4470.png;images/frame_a_4470.txt
images/frame_d_5420.png;images/frame_d_5420.txt
images/frame_a_5760.png;images/frame_a_5760.txt
images/frame_d_5940.png;images/frame_d_5940.txt
images/frame_a_3330.png;images/frame_a_3330.txt
images/frame_d_2330.png;images/frame_d_2330.txt
images/frame_c_6240.png;images/frame_c_6240.txt
images/frame_d_2670.png;images/frame_d_2670.txt
images/frame_d_8190.png;images/frame_d_8190.txt
images/frame_c_1220.png;images/frame_c_1220.txt
images/frame_c_8440.png;images/frame_c_8440.txt
images/frame_c_7830.png;images/frame_c_7830.txt
images/frame_d_5590.png;images/frame_d_5590.txt
images/frame_d_12460.png;images/frame_d_12460.txt
images/frame_c_4040.png;images/frame_c_4040.txt
images/frame_d_880.png;images/frame_d_880.txt
images/frame_d_10460.png;images/frame_d_10460.txt
images/frame_d_5990.png;images/frame_d_5990.txt
images/frame_d_11980.png;images/frame_d_11980.txt
images/frame_c_7340.png;images/frame_c_7340.txt
